"KEY","en","notes","sp","fr","de","it","pt-br"
"CAT_VS_BOSS_QUOTES_HUNTER_1","在這裡！……我找到我們的獵物了。","","¡Por aquí! He dado con nuestra presa.","Là&nbsp;! Voilà notre proie...","Hier drüben! …&nbsp;Ich habe unsere Beute gefunden.","Da questa parte!... Ho trovato la nostra preda.","Aqui! Eu encontrei sua presa."
"CAT_VS_BOSS_QUOTES_HUNTER_2","我和我的害蟲夥伴會很快解決你！","","¡Mis alimañas y yo te despacharemos en un santiamén!","Moi et mes vermines, on va faire qu'une bouchée de toi&nbsp;!","Meine Begleiter und ich erledigen das!","Io e i miei parassiti ci sbarazzeremo di te in fretta!","Eu e meu verme vamos acabar com você!"
"CAT_VS_BOSS_QUOTES_HUNTER_3","我隔老遠就聞到你了。","","Te he olfateado a un kilómetro de distancia.","Ton odeur te trahit à des kilomètres&nbsp;!","Man kann dich kilometerweit riechen.","Ti ho annusato da un chilometro di distanza.","Eu senti o seu cheiro de longe."
"CAT_VS_BOSS_QUOTES_HUNTER_4","我發現敵人了！","","¡Enemigo a la vista!","J'ai l'ennemi en ligne de mire&nbsp;!","Gegner gesichtet!","Ho avvistato il nemico!","Eu encontrei o inimigo!"
"CAT_VS_BOSS_QUOTES_HUNTER_5","瞄準它那一堆洞開火！","","¡Disparadle a los agujeritos!","Tirez sur ses points faibles&nbsp;!","Zielt auf die vielen Löcher!","Mira ai suoi tanti buchi!","Atire nos buracos!"
"CAT_VS_BOSS_QUOTES_HUNTER_6","噓……我聽到什麼了……","","Silencio, he oído algo...","Chut... J'entends quelque chose...","Pssst, ich höre etwas&nbsp;…","Shhhh, sento qualcosa...","Shhhh, estou ouvindo algo..."
"CAT_VS_BOSS_QUOTES_HUNTER_7","正中兩眼之間！","","¡En todo el entrecejo!","En plein dans le mille&nbsp;!","Mitten zwischen die Augen!","Dritto in mezzo agli occhi!","Bem entre os olhos!"
"CAT_VS_BOSS_QUOTES_HUNTER_8","我的害蟲會把你的屍體啃個精光！","","¡Mis alimañas devorarán tu cadáver!","Mes vermines se repaîtront de ta carcasse&nbsp;!","Meine Begleiter werden sich an deiner Leiche laben!","I miei parassiti banchetteranno col tuo cadavere!","Meu verme vai devorar sua carcaça!"
"CAT_VS_BOSS_QUOTES_HUNTER_9","你正好掉進我的陷阱了！","","¡Has caído en mi trampa!","Tu es tombé pile dans mon piège&nbsp;!","Du bist in meine Falle getappt!","Ti ho fatto finire nella mia trappola!","Você caiu na minha armadilha!"
"CAT_VS_BOSS_QUOTES_MAGE_1","你將感受我們的怒火！","","¡Sufrirás nuestra ira!","Tu vas goûter à notre colère&nbsp;!","Spüre unseren Zorn!","Sentirai la nostra ira!","Você sentirá nossa ira!"
"CAT_VS_BOSS_QUOTES_MAGE_2","你休想通過！","","¡Por aquí no pasas!","Tu ne passeras pas&nbsp;!","Du kommst nicht vorbei!","Tu non puoi passare!","Você não pode passar!"
"CAT_VS_BOSS_QUOTES_MAGE_3","希望我不會法力氾濫！","","¡Espero no ahogarme en maná!","J'espère que je serai pas à court de mana&nbsp;!","Mana Mana! Bidi Bidibi!","Spero di non affogare nel mana!","Espero não receber uma enxurrada de mana!"
"CAT_VS_BOSS_QUOTES_MAGE_4","閃電箭！閃電箭！閃電箭！","","¡Rayos y centellas! ¡Rayos y centellas!","Attaque Éclair&nbsp;! Attaque Éclair&nbsp;! Attaque Éclair&nbsp;!","Du bekommst einen Blitz! Und du bekommst einen Blitz!","Fulmine! Fulmine! Fulmine!","Raio! Raio! Raio!"
"CAT_VS_BOSS_QUOTES_MAGE_5","我要擲出一個天然 20 了！","","¡Voy a sacar un 20!","Je m'apprête à faire un lancer parfait&nbsp;!","Ich zauber dir gleich einen Ring um die Augen!","Sto per tirare un 20!","Eu vou rolar um crítico!"
"CAT_VS_BOSS_QUOTES_MAGE_6","有人聞到焦吐司味嗎？","","¿No huele a tostada churruscada?","Vous trouvez pas que ça sent le brûlé&nbsp;?","Riecht es hier irgendwie nach verbranntem Toast?","Qualcuno sente odore di pane bruciato?","Alguém está sentindo cheiro de torrada queimada?"
"CAT_VS_BOSS_QUOTES_MAGE_7","克拉圖 維拉塔 尼克托！","","¡Klaatu barada nikto!","Klaatu verata nikto&nbsp;!","Klaatu verata nikto!","Klaatu barada nikto!","Klaatu verata nikto!"
"CAT_VS_BOSS_QUOTES_MEDIC_1","開始祈禱吧！","","¡Reza lo que sepas!","Fais tes prières&nbsp;!","Sprich dein letztes Gebet!","Di' le tue preghiere!","Comece a rezar!"
"CAT_VS_BOSS_QUOTES_MEDIC_2","正義之人的道路，四面皆受自私之人的罪惡與邪惡暴君的專橫所圍困。","","El camino del hombre recto está por todos lados rodeado por la injusticia de los egoístas y la tiranía de los hombres malos.","La marche des vertueux est semée d'obstacles qui sont les entreprises égoïstes que fait sans fin, surgir l'œuvre du malin.","Der Pfad der Gerechten ist auf beiden Seiten gesäumt mit Freveleien der Selbstsüchtigen und der Tyrannei böser Männer.","Il cammino dell'uomo timorato è minacciato da ogni parte dalle iniquità degli esseri egoisti e dalla tirannia degli uomini.","O caminho do homem justo é assolado em todos os lados pelas injustiças dos egoístas e a tirania dos malignos."
"CAT_VS_BOSS_QUOTES_MEDIC_3","好吧，你要下地獄了……","","Vas camino del infierno...","Prépare-toi à aller en enfer...","Du kommst auf jeden Fall in die Hölle&nbsp;…","Beh, andrai all'inferno...","Bem, você vai para o inferno..."
"CAT_VS_BOSS_QUOTES_MEDIC_4","我現在正狠狠地審判你！","","¡Te estoy juzgando con mucha dureza!","Je te juge vraiment très fort, là&nbsp;!","Hiermit spreche ich mein Urteil!","Ti sto giudicando tantissimo in questo momento!","Eu estou te julgando tanto agora!"
"CAT_VS_BOSS_QUOTES_MEDIC_5","你聽過好消息嗎？上帝愛你！","","¿Te has enterado del notición? ¡Dios te ama!","As-tu entendu la bonne nouvelle&nbsp;? Dieu t'aime&nbsp;!","Hast du die frohe Botschaft schon vernommen? Gott liebt dich!","Hai sentito la buona novella? Dio ti ama!","Você soube da boa notícia? Deus te ama!"
"CAT_VS_BOSS_QUOTES_MEDIC_6","我原諒你……","","Te perdono.","Que Dieu te pardonne...","Ich vergebe dir&nbsp;…","Ti perdono...","Eu te perdôo..."
"CAT_VS_BOSS_QUOTES_TANK_1","你要倒下了`n喔耶！！","","¡TE VOY A APLASTAR!
¡AHORA VERÁS!","J'VAIS T'ÉTRIPER
OOH OUÉ&nbsp;!!","DAS IST DEIN UNTERGANG!
YEAHHH!!!","FINIRAI AL TAPPETO!
ORA VEDRAI!","CÊ VAI CAIR..."
"CAT_VS_BOSS_QUOTES_TANK_2","我餓了……","","Qué hambre tengo...","J'ai faim...","Ich hab Hunger&nbsp;…","Ho fame...","Tô com fome..."
"CAT_VS_BOSS_QUOTES_TANK_3","誰要吃蛋糕？","","¿Quién quiere tarta?","Qui veux du gâteau&nbsp;?","Will jemand Kuchen?","Chi vuole la torta?","Quem quer bolo?"
"CAT_VS_BOSS_QUOTES_TANK_4","嗯，吐司。","","Mmm, tostada.","Miam, une tartine.","Hmmm, Toast.","Mmmm, pane tostato.","Hmmm, torrada."
"CAT_VS_BOSS_QUOTES_TANK_5","沒有任何東西能推動這坨肉！","","¡No hay quien mueva al mastodonte!","Solide comme un roc&nbsp;!","Nichts bewegt den Blob!","Nulla smuove il mastodonte!","Nada pode mover a gosma!"
"CAT_VS_BOSS_QUOTES_TANK_6","我又肉又騷！","","¡Estoy rollizo, pero tengo rollazo!","J'suis dodu mais stylé&nbsp;!","Ich bin so rund, alles kommt in meinen Schlund!","Sono grosso, ma con stile!","Os brutos também dançam!"
"CAT_VS_BOSS_QUOTES_TANK_7","我要把你吃掉！","","¡Te voy a comer con sopas!","J'vais t'bouffer&nbsp;!","Ich fress‘ dich auf!","Ti mangerò!","Eu vou te devorar!"
"CAT_VS_BOSS_QUOTES_TANK_8","希望你喜歡被我壓著！","","¡Espero que te guste que te den bien fuerte!","J'espère que ça te plaît de te faire plaquer&nbsp;!","Ich hoffe du magst es, zerquetscht zu werden!","Spero ti piaccia farti schiacciare!","Espero que você goste que deitem em cima de você!"
"CAT_VS_BOSS_QUOTES_TANK_9","為什麼要裸泳？直接胖胖重砸不好嗎！？","","¡Donde hay carne hay alegría!","Je suis pas gros, j'ai une ossature lourde&nbsp;!","Keine Sorge, auch als Lauch kannst du einen auf dicke Hose machen kann!","Perché fare il bagno nudi quando puoi fare un tuffo a cannone?!","Por que molhar os pés quando se pode mergulhar de cabeça?"
"CAT_VS_BOSS_QUOTES_TANK_10","肉多推起來更帶勁。","","¡Y en mi barriga explotas!","Pour la millième fois, je ne suis pas gros&nbsp;!","An mir ist genug für alle dran.","La mia pancia sta per esplodere!","Mais moleza pra dureza."
"CAT_VS_BOSS_QUOTES_THIEF_1","嘿嘿……沒什麼私人恩怨，小鬼。","","Je..., no te lo tomes a pecho.","Euh… c'est rien de personnel, p'tit.","Ich bin ein echter Gangster.","Eh... niente di personale, davvero.","Heh... não é nada pessoal jovem."
"CAT_VS_BOSS_QUOTES_THIEF_2","把你所有錢都交出來！","","¡Danos toda la pasta que lleves!","Donne tout ce que t'as&nbsp;! Rend l'argent&nbsp;!","Her mit eurem Geld!","Dacci tutti i tuoi soldi!","Eu quero seu dinheiro!"
"CAT_VS_BOSS_QUOTES_THIEF_3","來點夜影毒就搞定了！","","Con un poquito de belladona, asunto arreglado.","Un peu d'solanacées, et le tour est joué&nbsp;!","Ein bisschen Nachtschatten sollte für die hier reichen!","Un po' di belladonna dovrebbe fare al caso nostro!","Um pouquinho de beladona e tudo resolvido!"
"CAT_VS_BOSS_QUOTES_THIEF_4","我去躲起來，你們上！","","¡Yo me escondo y vosotros atacáis!","Je me cache, vous attaquez&nbsp;!","Ich verstecke mich, greift ihr schon mal an!","Io mi nascondo, voi attaccate!","Eu me escondo, vocês atacam!"
"CAT_VS_BOSS_QUOTES_THIEF_5","我會很快解決！","","¡Será un visto y no visto!","J'aime le travail vite fait, bien fait.","Das wird ein Klacks!","Farò in fretta!","Eu não vou demorar muito!"
"CAT_VS_BOSS_QUOTES_THIEF_6","看你後面！","","¡Detrás de ti!","Derrière toi&nbsp;!","Hinter dir! Eine dreiköpfige Katze!","Guarda dietro di te!","Olhe, atrás de você!"
"CAT_VS_BOSS_QUOTES_NECROMANCER_1","我即是黑夜……","","Yo soy la noche...","Je suis la nuit...","Ich bin die Nacht&nbsp;…","Io sono la notte...","Eu sou a noite..."
"CAT_VS_BOSS_QUOTES_NECROMANCER_2","我要把你吸乾！","","Voy a dejarte sin energía...","Ton âme est à moi&nbsp;!","Ich sauge dich bis auf den letzten Tropfen aus!","Ti prosciugherò!","Eu vou sugar você!"
"CAT_VS_BOSS_QUOTES_NECROMANCER_3","我要吞噬你的靈魂！","","¡Me tragaré tu alma!","Je consumerai ton âme&nbsp;!","Ich werde deine Seele verschlingen!","Ingoierò la tua anima!","Eu vou engolir sua alma!"
"CAT_VS_BOSS_QUOTES_NECROMANCER_4","亡者不得安寧。","","Los muertos están inquietos.","Les morts ne connaissent pas le repos.","Die Toten sind rastlos.","I morti sono inquieti.","Os mortos estão inquietos."
"CAT_VS_BOSS_QUOTES_NECROMANCER_5","真是個適合被詛咒的夜晚。","","Qué noche tan perra para una maldición.","Quelle nuit horrible pour une malédiction.","Eine schreckliche Nacht für einen Fluch.","Che notte orribile per una maledizione.","Que noite horrível para uma maldição."
"CAT_VS_BOSS_QUOTES_NECROMANCER_6","亡者將再起……","","Los muertos se levantarán...","Les morts s'éveilleront...","Die Toten werden auferstehen&nbsp;…","I morti risorgeranno...","Os mortos se erguerão..."
"CAT_VS_BOSS_QUOTES_PSYCHIC_1","我看見你的未來……只有痛苦與折磨。","","Diviso tu futuro... y está lleno de dolor y sufrimiento.","Je vois ton avenir... Il n'est que douleur et souffrance.","Ich kann deine Zukunft sehen&nbsp;… Sie ist voller Schmerz und Leid.","Vedo il tuo futuro... è pieno di dolore e sofferenza.","Eu vejo seu futuro... Ele está repleto de dor e sofrimento."
"CAT_VS_BOSS_QUOTES_PSYCHIC_2","我早就知道這會發生……","","Sabía que pasaría esto...","Ça devait arriver...","Ich wusste, dass das passieren würde&nbsp;…","Sapevo che sarebbe successo...","Eu sabia que isso ia acontecer..."
"CAT_VS_BOSS_QUOTES_PSYCHIC_3","既視感！","","¡Déjà vu!","J'ai comme une impression de déjà-vu...","Ein Déjà-vu!","Déjà vu!","Déjà vu!"
"CAT_VS_BOSS_QUOTES_PSYCHIC_4","請稍後再問……","","Pregúntamelo luego...","J'ai pas l'temps, là...","Frag später nochmal&nbsp;…","Riprova più tardi...","Pergunte de novo mais tarde..."
"CAT_VS_BOSS_QUOTES_PSYCHIC_5","我鼻子流血了嗎？","","¿Me sangra la nariz?","Je saigne du nez&nbsp;?","Blutet meine Nase?","Mi sta sanguinando il naso?","Meu nariz está sangrando?"
"CAT_VS_BOSS_QUOTES_PSYCHIC_6","看過《掃描者大對決》嗎？等等就會那樣！就是那個爆頭場面！對！","","¿Alguna vez te han leído el futuro? ¡Pues yo te lo adivino! ¡Te va a explotar la cabeza!","Je pourrais t'exploser la cervelle par télépathie si je le voulais. Je suis juste pas d'humeur.","Kennst du Scanners? Den Film! Das wird passieren! Das mit dem explodierenden Kopf!","Hai mai visto Scanners? È esattamente quello che succederà! La testa che esplode! Sì!","Você já viu scanners? Bem, é o que vai acontecer! A coisa da cabeça explodindo! É!"
"CAT_VS_BOSS_QUOTES_PSYCHIC_7","我在使用原力！","","¡Estoy usando la fuerza!","J'utilise la Force&nbsp;!","Die Macht ist mit mir!","Sto usando la forza!","Eu estou usando a força!"
"CAT_VS_BOSS_QUOTES_PSYCHIC_8","在我的夢裡，我又美又壞……","","En mis sueños me sobra belleza... y maldad.","Dans mes rêves, je suis beau... et vilain.","In meinen Träumen bin ich wunderschön&nbsp;… und böse.","Nei miei sogni ho una celestiale bellezza... e cattiveria.","Minha beleza não tem igual nos meus sonhos... e a minha maldade também."
"CAT_VS_BOSS_QUOTES_BUTCHER_1","嗯嗯……新鮮肉……","","Mmm, carne fresca...","Hmm... de la chair fraîche...","Hmm&nbsp;… Frischfleisch&nbsp;…","Mmmm... carne fresca...","Mmmm... carne fresca..."
"CAT_VS_BOSS_QUOTES_BUTCHER_2","切碎剁爛！","","¡Corte en canal!","J'vais m'en payer une tranche&nbsp;!","Töten! Zerfetzen!","Affettamento in corso!","Fatiar e cortar!"
"CAT_VS_BOSS_QUOTES_BUTCHER_3","哈哈哈哈！","","¡Ja, ja, ja!","Ha ha ha&nbsp;!","Harr, harr, harr!","Ah ah ah!","Haw haw haw!"
"CAT_VS_BOSS_QUOTES_BUTCHER_4","給我過來！","","¡No te vayas!","Viens là&nbsp;!","Komm schon!","Vieni qui!","Venha aqui!"
"CAT_VS_BOSS_QUOTES_BUTCHER_5","殺！剁！爆！毀！","","¡Matar y mutilar! ¡Asesinar y descuartizar!","J'vais le hacher menu&nbsp;!","Tod! Verderben! Schlachten! Zerstören!","Uccidi, mutila, spezza e distruggi!","Matar, desmembrar, explodir, destruir!"
"CAT_VS_BOSS_QUOTES_BUTCHER_6","該死的內臟！","","¡Esas mollejas fuera!","J'vais en faire de la chair à pâté&nbsp;!","Da wächst gleich was anderes aus der Wand, und zwar dein Kopf, Junge!","Un bel frullato di interiora!","Tripas explosivas!"
"CAT_VS_BOSS_QUOTES_BUTCHER_7","我聞到血味啦啊啊啊！","","¡Huelo a sangre!","JE SENS L'ODEUR DU SANG&nbsp;!","ICH RIECHE BLUUUUUT!","SENTO ODORE DI SANGUEEEE!","SINTO CHEIRO DE SAAAANGUE!"
"CAT_VS_BOSS_QUOTES_BUTCHER_8","你看起來像塊肉啊，小子！","","Eres un cacho de carne, chaval.","À mes yeux, t'es que d'la viande, p'tit&nbsp;!","Du siehst ganz schön lecker aus!","Sei carne da macello!","Você tem cara de carne!"
"CAT_VS_BOSS_QUOTES_DRUID_1","我們要用友情的力量打敗你！","","¡Te derrotaremos con el poder de la amistad!","On te vaincra grâce au pouvoir de l'amitié&nbsp;!","Wir besiegen dich mit der Kraft der Freundschaft!","Ti batteremo col potere dell'amicizia!","Nós vamos derrotar você com o poder da amizade!"
"CAT_VS_BOSS_QUOTES_DRUID_2","和平啊兄弟！","","¡Paz, colega!","Paix sur toi, man.","Peace, Alter!","Pace e bene!","Paz, cara!"
"CAT_VS_BOSS_QUOTES_DRUID_3","不如我們先抱一個和好吧……","","Venga, abracito y todo arreglado...","Résolvons ce conflit par des câlins.","Wollen wir uns nicht lieber umarmen&nbsp;…","Perché non ci abbracciamo?","Vamos nos abraçar!"
"CAT_VS_BOSS_QUOTES_DRUID_4","我是森林動物之王！","","¡Los animales del bosque me obedecen!","Les animaux de la forêt sont mes amis&nbsp;!","Ich herrsche über die Tiere des Waldes!","Gli animali della foresta obbediscono a me!","Eu domino os animais da floresta!"
"CAT_VS_BOSS_QUOTES_DRUID_5","又一個倒下了！","","¡Otro que muerde el polvo!","Encore un qui mord la poussière&nbsp;!","Ah, ein weiteres Opfer!","Un altro a mordere la polvere!","Mais um pra conta!"
"CAT_VS_BOSS_QUOTES_DRUID_6","我們就不能好好相處嗎？","","Vamos a llevarnos bien...","On pourrait pas tous vivre en harmonie&nbsp;?","Können wir uns nicht einfach vertragen?","Non potremmo andare tutti d'accordo?","A gente não pode só se dar bem?"
"CAT_VS_BOSS_QUOTES_DRUID_7","你真的超走音……","","No te enteras de la película...","Tu sonnes vraiment faux...","Du ruinierst den ganzen Vibe&nbsp;…","Sei totalmente fuori sintonia...","Você está tão fora do tom..."
"CAT_VS_BOSS_QUOTES_DRUID_8","等我收拾完你，你就會降 B 調啦！","","¡Te voy a dejar como un acordeón!","Je compte pas mettre un bémol à ce combat&nbsp;!","Ich bin so ein AS, ich mach dich fertig, bis du nur noch FIS-Suppe essen kannst! Verstehst du&nbsp;…?","Ti suonerò come una fisarmonica!","Depois que eu terminar, você vai pra fora da escala!"
"CAT_VS_BOSS_QUOTES_DRUID_9","我們為什麼不能當朋友？","","¿No podemos ser amigos?","On peut vraiment pas être amis&nbsp;?","Warum können wir nicht einfach Freunde sein?","Perché non possiamo essere amici?","Por que a gente não pode ser amigo?"
"CAT_VS_BOSS_QUOTES_TINKERER_1","根據我的計算，你只有 33.3%（當然是循環）的勝率。","","Según mis cálculos, solo tienes un 33,3 % —período, claro está— de probabilidad de victoria.","D'après mes calculs, tu n'as que 33,3&nbsp;% de chances de gagner.","Nach meinen Berechnungen beträgt die Wahrscheinlichkeit dafür, dass du gewinnst, gerade mal 33,3&nbsp;% (Periode).","Secondo i miei calcoli, hai solo il 33,3% (periodico, ovviamente) di possibilità di vittoria.","Pelos meus cálculos, você possui apenas 33,3% (repetidamente, é claro) de chances de vitória."
"CAT_VS_BOSS_QUOTES_TINKERER_2","我用迴紋針、棉絮和鼻屎做了顆炸彈……你最好怕一點！","","He fabricado una bomba con un clip, una pelusa y un moco... ¡Cágate encima!","J'ai fabriqué une bombe avec un trombone et une crotte de nez... tu devrais avoir peur&nbsp;!","Ich kann eine Bombe mit nichts als einer Büroklammer, ein paar Fusseln und einem Stück Nasenpopel machen&nbsp;… Du solltest Angst vor mir haben!","Ho fatto una bomba usando una graffetta, della lunagine e una caccola... dovresti avere paura!","Eu fiz uma bomba com um clipe de papel, gaze e meleca... É bom você ficar com medo!"
"CAT_VS_BOSS_QUOTES_TINKERER_3","為什麼 7 會怕 9？答錯！因為它智力比較低！就跟你一樣！","","¿Por qué el 7 le tenía miedo al 9? Porque era intelectualmente inferior. ¡Igual que tú!","Tu sais pourquoi le 7 avait peur du 9&nbsp;? Il était juste moins intelligent. Comme toi&nbsp;!","Warum ist die Banane krumm? Falsch! Weil der Gärtner total bescheuert war, so wie du!","Perché il 7 ha paura del 9? Sbagliato! Perché era mentalmente inferiore! Proprio come te!","Por que o 7 tinha medo do 9? Porque ele era mentalmente inferior! Exatamente como você!"
"CAT_VS_BOSS_QUOTES_TINKERER_4","希望你喜歡被我智力碾壓！","","Espero que te guste que te dominen intelectualmente.","J'espère que tu aimes être dominé intellectuellement.","Ich hoffe, du stehst darauf, geistig dominiert zu werden!","Spero ti piaccia la dominazione mentale!","Espero que você aprecie dominação mental!"
"CAT_VS_BOSS_QUOTES_TINKERER_5","我的小玩意兒會很快解決你！","","¡Mis artilugios te dejarán para el arrastre!","Avec mes gadgets, tu ne feras pas long feu&nbsp;!","Meine Erfindungen machen kurzen Prozess mit dir!","I miei gingilli ti spazzeranno via in un lampo!","Meus dispositivos vão acabar com você!"
"CAT_VS_BOSS_QUOTES_TINKERER_6","有人有電池嗎？","","¿A alguien le sobra un par de pilas?","Quelqu'un a des piles&nbsp;?","Hat jemand Batterien übrig?","Qualcuno ha delle batterie?","Alguém tem pilhas sobrando?"
"CAT_VS_BOSS_QUOTES_MONK_1","最強的敵人，摔得最重。","","Los enemigos más fuertes hacen más estruendo al caer.","Les ennemis les plus puissants tombent le plus durement.","Die größten Gegner fallen aus höchster Höhe.","I nemici più forti sono quelli che cadono più rovinosamente.","Os maiores inimigos caem com mais força."
"CAT_VS_BOSS_QUOTES_MONK_2","安靜……我在冥想。","","Chitón, que estoy meditando.","Silence... Je médite.","Ruhe&nbsp;… Ich meditiere gerade.","Silenzio... sto meditando.","Silêncio, estou meditando."
"CAT_VS_BOSS_QUOTES_MONK_3","我要對你用哪一派武術呢？","","¿Qué estilo uso contigo?","Quel style de combat devrais-je utiliser&nbsp;?","Welchen Kampfstil soll ich für dich verwenden?","Che stile dovrei usare su di te?","Qual estilo devo usar em você?"
"CAT_VS_BOSS_QUOTES_MONK_4","我的拳頭永遠不會落空！","","¡Donde pongo el ojo, pongo el puño!","Mes poings ne ratent jamais leur cible&nbsp;!","Meine stählerne Faust wird dich in tausend Stücke zerreißen.","I miei pugni troveranno sempre il bersaglio!","Meus punhos sempre encontram seu alvo!"
"CAT_VS_BOSS_QUOTES_MONK_5","若唯有一死，那便如此。","","Si el único camino es la muerte, que así sea.","Si la mort est la seule issue, qu'il en soit ainsi.","Wenn Tod der einzige Weg ist, muss es so sein.","Se l'unica strada è la morte, così sia.","Se a morte é o único caminho, que assim seja."
"CAT_VS_BOSS_QUOTES_JESTER_1","喔哈哈 哈哈哈哈哈 嘿嘿嘿 嗚呼","","¡Ja, ja, ja, ja! ¡Je, je, je, je! ¡Ju, ju, ju, ju!","Oh ha ha HA HA HA HA HA hi hi hi wou hou&nbsp;!","Ha-ha-ha, HA-HA-HA, he-he-he, ho-ho-ho!","Oh ah ah AH AH AH AH AH eh eh! Oh oh oh!","Oh ha ha HA HA HA HA HA he he he woo hoo"
"CAT_VS_BOSS_QUOTES_JESTER_2","聽過那個貓、老鼠和拉比的笑話嗎？","","¿Te sabes el chiste del gato, el ratón y el rabino?","C'est un chat, une souris et un rabbin qui rentrent dans un bar...","Kennst du schon den mit der Katze, der Maus und dem Priester?","Hai mai sentito quella del gatto, del topo e del rabbino?","Você já ouviu a piada sobre o gato, o rato e o rabino?"
"CAT_VS_BOSS_QUOTES_JESTER_3","想知道我這些疤是怎麼來的嗎？","","¿Te cuento cómo me hice estas cicatrices?","Tu veux savoir comment j'ai eu ces cicatrices&nbsp;?","Willst du wissen, woher meine Narben sind?","Vuoi sapere perché ho queste cicatrici?","Quer saber como consegui essas cicatrizes?"
"CAT_VS_BOSS_QUOTES_JESTER_4","你媽啦！","","¡Tu madre!","Ta maman&nbsp;!","Deine Mudda!","Tua madre!","É a sua mãe!"
"CAT_VS_BOSS_QUOTES_JESTER_5","那是你的臉，還是你的脖子吐出來的東西！？","","¿Tienes esa cara de culo o es que te han cagado encima?","T'as toujours cette gueule ou c'est pour me faire mourir de rire&nbsp;?","Ist das dein Gesicht oder hat dein Hals sich übergeben?!","È la tua faccia o il tuo collo che ha vomitato?!","Isso é a sua cara ou o seu pescoço só vomitou?"
"CAT_VS_BOSS_QUOTES_JESTER_6","你會把盲童都嚇哭……","","Eres más feo que pegarle a un niño ciego...","T'es moche à faire pleurer des enfants aveugles.","Selbst blinde Kinder würden bei deinem Anblick weinen&nbsp;…","Faresti piangere dei bambini ciechi...","Você faria crianças cegas chorarem..."
"CAT_VS_BOSS_QUOTES_COLORLESS_1","喵！","","¡Miau!","Miaou&nbsp;!","Miau!","Miao!","Miau!"
"CAT_VS_BOSS_QUOTES_COLORLESS_2","咪嗚咪嗚！","","¡Miau, miau!","Miaou, miaou&nbsp;!","Mau-mau!","Miau miau!","Mew mew!"
"CAT_VS_BOSS_QUOTES_COLORLESS_3","喵嗚——！","","¡Miauuuu!","Miaouuu&nbsp;!","Miiiiauuu!","Miaaao!","Miaaauu!"
"CAT_VS_BOSS_QUOTES_COLORLESS_4","吼！","","¡Rrrr rrrr!","Raouh&nbsp;!","Grrr!","Rrrrrr!","Rar!"
"CAT_VS_BOSS_QUOTES_COLORLESS_5","嘶嘶嘶！","","¡Fuuuuu!","Sshhh&nbsp;!","Hssssss!","Fssssss!","Hisssss!"
"CAT_VS_BOSS_QUOTES_COLORLESS_6","汪汪！","","¡Guau, guau!","Ouaf, ouaf&nbsp;!","Wuff-wuff!","Bau bau!","Au! Au!"
