"KEY","en","notes","sp","fr","de","it","pt-br"
"SPECIAL_STRAY_SONICHU","索尼丘","","Sonichu","Sonichu","Sonichu","Sonichu","Sonichu"
"SPECIAL_STRAY_BIGFOOT","大腳怪","","Bigfoot","Bigfoot","Bigfoot","Bigfoot","Pé-Grande"
"SPECIAL_STRAY_NESSIE","尼斯","","Nessie","Nessie","Nessie","Nessie","Nessie"
"SPECIAL_STRAY_GREY","灰人","","Grey","Gris","Grauer","Grigio","Cinza"
"SPECIAL_STRAY_MOTHMAN","天蛾人","","Mothman","Homme-papillon","Mothman","Uomo Falena","Homem-Mariposa"
"SPECIAL_STRAY_SLENDERMAN","瘦長人","","Slenderman","Slenderman","Slenderman","Slenderman","Slenderman"
"","","","","","","",""
"PAUSE_MENU_HEADER","已暫停","","Pausa","Pause","Pause","In pausa","Pausado"
"PAUSE_MENU_BUTTON_RESUME","繼續","","Reanudar","Reprendre","Weiter","Riprendi","Continuar"
"PAUSE_MENU_BUTTON_SETTINGS","設定","","Ajustes","Réglages","Einstellungen","Impostazioni","Configurações"
"PAUSE_MENU_BUTTON_QUITTOMENU","儲存並回到主選單","","Guardar y salir al menú","Sauvegarder et retourner au menu","Speichern und zurück zum Menü","Salva ed esci al menu","Salvar e sair para o menu"
"PAUSE_MENU_BUTTON_QUITTODESKTOP","儲存並離開到桌面","","Guardar y salir al escritorio","Sauvegarder et quitter le jeu","Speichern und beenden","Salva ed esci al desktop","Salvar e sair para a área de trabalho"
"PAUSE_MENU_BUTTON_ABANDONRUN","放棄本次冒險","","Abandonar aventura","Abandonner l'aventure","Abenteuer abbrechen","Abbandona avventura","Abandonar aventura"
"PAUSE_MENU_BUTTON_ABANDONFIGHT","投降戰鬥","","Rendirse","Déclarer forfait","Kampf aufgeben","Rinuncia al combattimento","Desistir da luta"
"PAUSE_MENU_BUTTON_SKIPTUTORIAL","跳過教學","","Omitir tutorial","Passer le didacticiel","Tutorial überspringen","Salta il tutorial","Pular tutorial"
"PAUSE_MENU_BUTTON_BACK","返回","","Atrás","Retour","Zurück","Indietro","Voltar"
"PAUSE_MENU_BUTTON_GAMESETTINGS","遊戲設定","","Ajustes de juego","Réglages du jeu","Gameplay","Impostazioni di gioco","Jogabilidade"
"PAUSE_MENU_BUTTON_VIDEOSETTINGS","影像設定","","Ajustes de vídeo","Réglages vidéo","Video","Impostazioni video","Vídeo"
"PAUSE_MENU_BUTTON_AUDIOSETTINGS","音訊設定","","Ajustes de sonido","Réglages audio","Audio","Impostazioni audio","Áudio"
"PAUSE_MENU_BUTTON_CONTROLS","控制設定","","Controles","Commandes","Steuerung","Controlli","Controles"
"SETTINGS_MENU_HEADER","設定","","Ajustes","Réglages","Einstellungen","Impostazioni","Configurações"
"SETTINGS_GAME_HEADER","遊戲設定","","Ajustes de juego","Réglages du jeu","Gameplay","Impostazioni di gioco","Jogabilidade"
"SETTINGS_LANGUAGE_LABEL","語言","","Idioma","Langue","Sprache","Lingua","Idioma"
"SETTINGS_HUMPING_LABEL","騎乘動畫","","Animaciones de ñiqui ñiqui","Animations de coït","Paarungsanimation","Animazioni di accoppiamento","Animações impróprias"
"SETTINGS_HUMPING_OPT_NORMAL","一般","","Normales","Normales","Normal","Normali","Normal"
"SETTINGS_HUMPING_OPT_SAFE","安全","","Caja fuerte","Tout public","Kinderfreundlich","Sicure","Seguro"
"SETTINGS_HUMPING_OPT_RANDOM","隨機","","Al azar","Aléatoires","Zufall","Casuali","Aleatório"
"SETTINGS_AUTOSELECT_LABEL","自動選擇基本動作","","Autoseleccionar acciones básicas","Autosélection des actions de base","Grundaktionen automatisch auswählen","Selezione automatica azioni di base","Selecionar ações básicas automaticamente"
"SETTINGS_DOUBLECLICK_LABEL","指定空地格需要雙擊","","Es necesario hacer doble clic para marcar casillas vacías","Double-clic pour cibler une case vide","Anvisieren leerer Felder erfordert Doppelklick","Per selezionare caselle vuote è necessario un doppio clic","Mirar em espaços vazios requer clique duplo"
"SETTINGS_DOUBLECLICK_LABEL_GAMEPAD","指定空地格需要按兩次","","Es necesario presionar dos veces para marcar casillas vacías","Double appui pour cibler une case vide","Anvisieren leerer Felder erfordert doppelten Tastendruck","Per selezionare caselle vuote è necessario una doppia pressione","Mirar em espaços vazios requer pressionar duas vezes"
"SETTINGS_MAXSTATUSES_LABEL","狀態圖示收合前的最大顯示數","","Se muestran los estados al máximo antes de derrumbarse","Statuts max. affichés avant réduction","Max. Anzahl Statuseffekte vor Verkleinerung","Numero massimo di stati visualizzati prima della chiusura","Mostrar atributos máximos antes de colapsar"
"SETTINGS_MAXSTATUSES_OPT_0","僅滑鼠懸停時顯示","","Solo pasar el ratón","Survol uniquement","Nur bei Hover","Solo al passaggio del cursore","Apenas passar"
"SETTINGS_COLLAPSEELITEBUFFS_LABEL","收合多重菁英增益","","Ventajas de derrumbe de varias unidades de élite","Réduire les bonus d'élite des boss","Mehrere Elitestärkungen zusammenfassen","Chiudi bonus élite multipli","Colapsar múltiplos reforços de elite"
"SETTINGS_COMBATSPEED_LABEL","戰鬥速度","","Velocidad de combate","Vitesse de combat","Kampfgeschwindigkeit","Velocità di combattimento","Velocidade do combate"
"SETTINGS_TOOLTIPSIZE_LABEL","提示框大小","","Tamaño de información","Taille des infobulles","Größe von Tooltipps","Dimensione suggerimenti","Tamanho das dicas"
"SETTINGS_STATUSBARSIZE_LABEL","狀態條大小","","Tamaño de barra de estado","Taille de la barre de statut","Größe der Statusleiste","Dimensione barra di stato","Tamanho da barra de estado"
"SETTINGS_SAVEFILEBACKUP_LABEL","存檔備份週期","","Intervalo de guardado de archivos","Fréquence des sauvegardes auto.","Backupfrequenz von Speicherständen","Frequenza backup dei salvataggi","Frequência de backup de salvamentos"
"SETTINGS_SAVEFILEBACKUP_OPT_15","15 分","","15 min","15&nbsp;min","15 Min.","15 min","15 min"
"SETTINGS_SAVEFILEBACKUP_OPT_30","30 分","","30 min","30&nbsp;min","30 Min.","30 min","30 min"
"SETTINGS_SAVEFILEBACKUP_OPT_60","1 小時","","1 h","1&nbsp;h","1 Std.","1 ora","1 h"
"SETTINGS_SAVEFILEBACKUP_OPT_120","2 小時","","2 h","2&nbsp;h","2 Std.","2 ore","2 h"
"SETTINGS_SAVEFILEBACKUP_OPT_0","永不","","Nunca","Jamais","Nie","Mai","Nunca"
"SETTINGS_VIDEO_HEADER","影像設定","","Ajustes de vídeo","Réglages vidéo","Video","Impostazioni video","Vídeo"
"SETTINGS_FULLSCREEN_LABEL","全螢幕","","Pantalla completa","Plein écran","Vollbild","Schermo intero","Tela cheia"
"SETTINGS_ANTIALIAS_LABEL","抗鋸齒（MSAA）","","Antialiasing (MSAA)","Anticrénelage (MSAA)","Antialiasing (MSAA)","Antialias (MSAA)","Antialiasing (MSAA)"
"SETTINGS_ANTIALIAS_OPT_0","關閉","","No","Désactivé","Aus","Disattivato","Não"
"SETTINGS_VSYNC_LABEL","垂直同步","","Sinc. vertical","Synchronisation verticale","VSync","V-Sync","VSync"
"SETTINGS_RENDERSCALE_LABEL","渲染比例","","Escala de renderizado","Échelle de rendu","Render-Skalierung","Scala di rendering","Escala de renderização"
"SETTINGS_VIGNETTE_LABEL","暗角閃爍","","Parpadeo de viñeta","Effet de vignette clignotant","Vignette-Flimmern","Sfarfallio della vignettatura","Tremor de vinheta"
"SETTINGS_VIGNETTE_OPT_NORMAL","一般","","Normales","Normal","Normal","Normale","Normal"
"SETTINGS_VIGNETTE_OPT_LOW","低","","Bajo","Faible","Niedrig","Basso","Baixo"
"SETTINGS_VIGNETTE_OPT_NONE","無","","Nada","Aucun","Aus","Nessuno","Nenhum"
"SETTINGS_NOISEGRAIN_LABEL","噪點與顆粒","","Ruido y granulado","Effets de bruit et de grain","Rauschen & Körnung","Rumore e grana","Interferência e granulação"
"SETTINGS_NOISEGRAIN_OPT_NORMAL","一般","","Normales","Normal","Normal","Normale","Normal"
"SETTINGS_NOISEGRAIN_OPT_MEDIUM","無毛髮","","Sin pelo","Pas de cheveux","Keine Haare","Niente peli","Sem pelos"
"SETTINGS_NOISEGRAIN_OPT_LOW","無灰塵","","Sin polvo","Pas de poussière","Keine Staubkörner","Niente polvere","Sem poeira"
"SETTINGS_NOISEGRAIN_OPT_NONE","無","","Nada","Aucun","Aus","Nessuno","Nenhum"
"SETTINGS_CURSORMODE_LABEL","游標模式","","Modo de cursor","Mode curseur","Mauszeigermodus","Modalità cursore","Modo de cursor"
"SETTINGS_CURSORMODE_OPT_INGAME","遊戲內","","Juego","En jeu","Spiel","Di gioco","Jogo"
"SETTINGS_CURSORMODE_OPT_DEVICE","裝置","","Dispositivo","Appareil","Gerät","Del dispositivo","Dispositivo"
"SETTINGS_AUDIO_HEADER","音訊設定","","Ajustes de sonido","Réglages audio","Audio","Impostazioni audio","Áudio"
"SETTINGS_MASTERVOLUME","主音量","","Volumen principal","Volume principal","Gesamtlautstärke","Volume principale","Volume principal"
"SETTINGS_MUSICVOLUME","音樂音量","","Volumen de música","Volume de la musique","Musik","Volume musica","Volume da música"
"SETTINGS_SFXVOLUME","音效音量","","Volumen de efectos","Volume des effets sonores","Soundeffekte","Volume effetti sonori","Volume de efeitos"
"SETTINGS_MEOWVOLUME","喵聲音量","","Volumen de maullidos","Volume des miaulements","Miauen","Volume miagolii","Volume de miados"
"SETTINGS_HOUSEMEOWVOLUME","喵聲音量（家中）","","Volumen de maullidos (casa)","Volume des miaulements (maison)","Miauen (im Haus)","Volume miagolii (in casa)","Volume de miados (casa)"
"SETTINGS_KEYCONTROLS_HEADER","鍵盤控制","","Controles de teclado","Commandes au clavier","Tastatur","Controlli tastiera","Teclado"
"SETTINGS_PADCONTROLS_HEADER","手把控制","","Controles de mando","Commandes à la manette","Gamepad","Controlli gamepad","Controle"
"SETTINGS_CONTROLS_GENERAL_COLUMNHEADER","一般","","General","En général","Allgemein","Generale","Geral"
"SETTINGS_CONTROLS_HOTKEYS_COLUMNHEADER","戰鬥快捷鍵","","Atajos de combate","En combat","Kampf","Tasti di scelta rapida combattimento","Teclas rápidas de combate"
"SETTINGS_CONTROLS_ACTIONS_COLUMNHEADER","動作","","Acciones","Actions","Aktionen","Azioni","Ações"
"SETTINGS_CONTROLS_RESET","重設為預設值","","Restaurar por defecto","Par défaut","Zurücksetzen","Ripristina predefiniti","Restaurar padrões"
"SETTINGS_CONTROLBINDING_SELECT","選取","","Seleccionar","Sélectionner","Auswählen","Seleziona","Selecionar"
"SETTINGS_CONTROLBINDING_EXAMINE","檢視","","Examinar","Examiner","Untersuchen","Esamina","Examinar"
"SETTINGS_CONTROLBINDING_TACTIVALVIEW","戰術視角","","Vista táctica","Vue tactique","Taktische Ansicht","Visuale tattica","Visão tática"
"SETTINGS_CONTROLBINDING_CANCEL","取消","","Cancelar","Annuler","Abbrechen","Annulla","Cancelar"
"SETTINGS_CONTROLBINDING_PAUSE","暫停","","Pausa","Mettre en pause","Pause","Pausa","Pausar"
"SETTINGS_CONTROLBINDING_ZOOMIN","放大","","Acercar","Zoomer","Hereinzoomen","Zoom avanti","Aproximar"
"SETTINGS_CONTROLBINDING_ZOOMOUT","縮小","","Alejar","Dézoomer","Herauszoomen","Zoom indietro","Afastar"
"SETTINGS_CONTROLBINDING_FLIPFURNITURE","翻轉家具","","Girar menaje","Tourner les meubles","Möbel spiegeln","Capovolgi mobili","Virar móveis"
"SETTINGS_CONTROLBINDING_SKIPCUTSCENE","跳過過場","","Omitir cinemática","Passer la cinématique","Zwischensequenz überspringen","Salta filmati","Pular cena"
"SETTINGS_CONTROLBINDING_HOTKEYMOVE","移動","","Movimiento","Se déplacer","Bewegen","Sposta","Mover"
"SETTINGS_CONTROLBINDING_HOTKEYWEAPON","武器","","Arma","Armes","Waffe","Arma","Arma"
"SETTINGS_CONTROLBINDING_HOTKEYTRINKET","飾品","","Baratija","Babioles","Zubehör","Ciondolo","Acessório"
"SETTINGS_CONTROLBINDING_HOTKEYBASICATTACK","基本攻擊","","Ataque básico","Attaque de base","Grundangriff","Attacco base","Ataque básico"
"SETTINGS_CONTROLBINDING_HOTKEYSPELL1","法術1","","Hechizo 1","Sort&nbsp;1","Zauber 1","Incantesimo 1","Encantamento 1"
"SETTINGS_CONTROLBINDING_HOTKEYSPELL2","法術2","","Hechizo 2","Sort&nbsp;2","Zauber 2","Incantesimo 2","Encantamento 2"
"SETTINGS_CONTROLBINDING_HOTKEYSPELL3","法術3","","Hechizo 3","Sort&nbsp;3","Zauber 3","Incantesimo 3","Encantamento 3"
"SETTINGS_CONTROLBINDING_HOTKEYSPELL4","法術4","","Hechizo 4","Sort&nbsp;4","Zauber 4","Incantesimo 4","Encantamento 4"
"SETTINGS_CONTROLBINDING_HOTKEYSPELL5","法術5","","Hechizo 5","Sort&nbsp;5","Zauber 5","Incantesimo 5","Encantamento 5"
"SETTINGS_CONTROLBINDING_HOTKEYENDTURN","結束回合","","Terminar turno","Fin du tour","Zug beenden","Fine del turno","Finalizar turno"
"SETTINGS_CONTROLBINDING_CURSOR","游標","","Cursor","Curseur","Mauszeiger","Cursore","Cursor"
"SETTINGS_CONTROLBINDING_NAVLEFT","向左","","Mover izq.","Nav. à gauche","Nach links","Naviga a sinistra","Nav. esq"
"SETTINGS_CONTROLBINDING_NAVRIGHT","向右","","Mover dch.","Nav. à droite","Nach rechts","Naviga a destra","Nav. dir"
"SETTINGS_CONTROLBINDING_NAVUP","向上","","Mover arriba","Nav en haut","Nach oben","Naviga su","Nav. cima"
"SETTINGS_CONTROLBINDING_NAVDOWN","向下","","Mover abajo","Nav. en bas","Nach unten","Naviga giù","Nav. baixo"
"SETTINGS_CONTROLBINDING_NAVFORWARD","向前","","Adelante","Nav. en avant","Nach vorn","Naviga in avanti","Nav. frente"
"SETTINGS_CONTROLBINDING_NAVBACKWARD","向後","","Atrás","Nav. en arrière","Zurück","Naviga indietro","Nav. trás"
"SETTINGS_CONTROLBINDING_INVENTORY","背包","","Inventario","Inventaire","Inventar","Inventario","Inventário"
"SETTINGS_CONTROLBINDING_PIPE","水管快捷鍵","","Atajo de tubería","Raccourci tuyau","Kürzel: Rohr","Scorciatoia tubo","Atalho de cano"
"SETTINGS_CONTROLBINDING_BOX","箱子快捷鍵","","Atajo de caja","Raccourci boîte","Kürzel: Box","Scorciatoia scatola","Atalho de caixa"
"SETTINGS_CONTROLBINDING_CAMERA","鏡頭","","Cámara","Caméra","Kamera","Telecamera","Câmera"
"","","","","","","",""
"MAIN_MENU_PLAY","開始遊戲","","Jugar","Jouer","Spielen","Gioca","Jogar"
"MAIN_MENU_SETTINGS","設定","","Ajustes","Réglages","Einstellungen","Impostazioni","Configurações"
"MAIN_MENU_QUIT","離開","","Salir","Quitter","Beenden","Esci","Sair"
"MAIN_MENU_CREDITS","製作名單","","Créditos","Générique","Mitarbeitende","Riconoscimenti","Créditos"
"MAIN_MENU_COMMUNITY_DISCORD","社群 Discord","","Discord de la comunidad","Communauté Discord","Community Discord","Discord della community","Discord"
"MAIN_MENU_MEOW","喵","","Maullido","Miauler","Miau","Miao","Miau"
"MAIN_MENU_DELETEFILE","刪除","","Borrar","Exterminer","Terminieren","Termina","Apagar"
"MAIN_MENU_DELETECONFIRMATION","你確定要刪除`n存檔 {savefilenumber} 嗎？","","¿Seguro que quieres borrar el archivo de guardado {savefilenumber}?","Supprimer la sauvegarde {savefilenumber}&nbsp;?","Speicherstand&nbsp;{savefilenumber} wirklich löschen?","Vuoi davvero cancellare
il file di salvataggio {savefilenumber}?","Tem certeza de que deseja
apagar o arquivo {savefilenumber}?"
"SAVE_FILE_COMPLETION_PERCENT","完成度 {percent}%","","{percent} % completado","Progression&nbsp;: {percent}&nbsp;%","{percent}&nbsp;% Fortschritt","Completamento: {percent}%","{percent}% concluído"
"","","","","","","",""
"POPUP_TRY_ABANDON_RUN","確定要放棄這次冒險嗎？你會失去本次找到的貓咪、物品、食物、金錢與家具。","","¿Seguro que quieres abandonar esta aventura? Perderás los gatos, los objetos, la comida, el dinero y el menaje que hayas encontrado.","Voulez-vous vraiment abandonner cette aventure&nbsp;? Vous perdrez vos chats, objets, nourriture, argent, meubles.","Willst du dein Abenteuer wirklich abbrechen? Du verlierst sämtliche Katzen, Gegenstände, Futter, Geld und Möbel, die du gefunden hast.","Vuoi davvero abbandonare quest'avventura? Perderai i gatti, gli oggetti, il cibo, i soldi e i mobili che hai trovato.","Tem certeza de que deseja abandonar esta aventura? Você perderá gatos, itens, comida, dinheiro e móveis que encontrou."
"POPUP_TRY_ABANDON_HOUSEBOSS","確定要投降這場戰鬥嗎？你會失去參與這場戰鬥的貓咪。","","¿Seguro que quieres rendirte? Perderás los gatos que participen en la pelea.","Voulez-vous vraiment déclarer forfait&nbsp;? Vous perdrez les chats participant au combat.","Willst du den Kampf wirklich aufgeben? Du verlierst sämtliche Katzen, die an dem Kampf teilgenommen haben.","Vuoi davvero rinunciare a questo combattimento? Perderai i gatti che partecipano al combattimento.","Tem certeza de que deseja desistir desta luta? Você perderá os gatos que estão lutando."
"POPUP_TRY_SKIP_TUTORIAL","確定要跳過教學嗎？","","¿Seguro que quieres saltarte el tutorial?","Voulez-vous vraiment passer le didacticiel&nbsp;?","Willst du das Tutorial wirklich überspringen?","Vuoi davvero saltare il tutorial?","Tem certeza de que deseja pular o tutorial?"
"POPUP_TRY_SAVESCUM_BATTLE","確定要在戰鬥中途離開嗎？你必須重打這場戰鬥","","¿Seguro que quieres abandonar a mitad del combate? Tendrás que empezarlo desde el principio.","Voulez-vous vraiment quitter en plein combat&nbsp;? Vous devrez rejouer le combat depuis le début","Willst du wirklich mitten im Kampf aufhören? Der Kampf beginnt beim nächsten Mal von vorn","Vuoi davvero abbandonare il combattimento a metà? Dovrai ripetere il combattimento","Tem certeza de que deseja sair no meio da luta? Você precisará refazê-la."
"POPUP_TRY_SAVESCUM_HOUSEBOSS","確定要在戰鬥中途離開嗎？你必須重打這場戰鬥","","¿Seguro que quieres abandonar a mitad del combate? Tendrás que empezarlo desde el principio.","Voulez-vous vraiment quitter en plein combat&nbsp;? Vous devrez rejouer le combat depuis le début","Willst du wirklich mitten im Kampf aufhören? Der Kampf beginnt beim nächsten Mal von vorn","Vuoi davvero abbandonare il combattimento a metà? Dovrai ripetere il combattimento","Tem certeza de que deseja sair no meio da luta? Você precisará refazê-la."
"POPUP_TRY_SAVESCUM_EVENT","確定要在事件中途離開嗎？你必須重跑這個事件","","¿Seguro que quieres abandonar a mitad del evento? Tendrás que empezarlo desde el principio.","Voulez-vous vraiment quitter au milieu d'un événement&nbsp;? Vous devrez rejouer l'événement depuis le début","Willst du wirklich mitten im Ereignis aufhören? Das Ereignis beginnt beim nächsten Mal von vorn","Vuoi davvero abbandonare l'evento a metà? Dovrai ripetere l'evento","Tem certeza de que deseja sair no meio do evento? Você precisará refazê-lo."
"POPUP_TRY_SAVESCUM_WARNING_1","，而且你回來時 Steven 會警告你。","these get stapled on after the ""are you sure you want to quit mid fight string""","¡Y Steven te mostrará una advertencia cuando vuelvas!",", et Steven vous donnera un avertissement à votre retour."," und Steven wird böse sein, wenn du zurückkehrst.","e Steven ti infliggerà un'ammonizione al tuo ritorno.","e Steven vai chamar sua atenção quando você voltar."
"POPUP_TRY_SAVESCUM_WARNING_2","，而且你回來時 Steven 會給你一個[c:red]懲罰[/c]。","","¡Y Steven te [c:red]castigará[/c] cuando vuelvas!",", et Steven vous [c:red]punira[/c] à votre retour."," und Steven wird dich [c:red]bestrafen[/c], wenn du zurückkehrst.","e Steven ti infliggerà una [c:red]punizione[/c] al tuo ritorno.","e Steven vai te dar uma [c:red]punição[/c] quando você voltar."
"POPUP_TRY_SAVESCUM_COUNT","（你在這次冒險已經讀檔洗點 1 次）","","(Ya has hecho trampas 1 vez en esta aventura).","(Vous avez déjà bidouillé votre sauvegarde 1&nbsp;fois durant cette aventure.)","(Du hast während dieses Abenteuers bereits einmal betrogen)","(Hai già effettuato salvataggi a ripetizione una volta in quest'avventura)","(Você já recarregou 1 vez nesta aventura)"
"POPUP_TRY_SAVESCUM_COUNT_PLURAL","（你在這次冒險已經讀檔洗點 {count} 次）","","(Ya has hecho trampas {count} veces en esta aventura).","(Vous avez déjà bidouillé votre sauvegarde {count} fois durant cette aventure.)","(Du hast während dieses Abenteuers bereits {count}-mal betrogen)","(Hai già effettuato salvataggi a ripetizione {count} volte in quest'avventura)","(Você já recarregou {count} vezes nesta aventura)"
"","","","","","","",""
"ABILITY_EXPLOSIVESHOT_NAME","爆裂射擊","","Tiro explosivo","Tir explosif","Explosivschuss","Colpo Esplosivo","Disparo Explosivo"
"ABILITY_EXPLOSIVESHOT_DESC","拋射一個嘔吐彈，對鄰近單位造成濺射傷害。","","Lanza un proyectil de vómito que inflige daño por metralla a las unidades cercanas.","Lance un projectile de vomi qui inflige des dégâts de zone aux unités adjacentes.","Ein Kotzgeschoss, das Hindernisse ignoriert und bei benachbarten Einheiten Flächenschaden verursacht.","Spari un proiettile di vomito che infligge danno ad area alle unità vicine.","Lance um projétil de vômito em arco que causa dano em área em unidades vizinhas."
"EABILITY_DOUBLEHIT_NAME","雙重打擊","","Doble golpe","Coup double","Doppelschlag","Colpo Doppio","Golpe Duplo"
"EABILITY_DOUBLEHIT_DESC","一次命中兩次的近戰攻擊。","","Un ataque cuerpo a cuerpo que golpea 2 veces.","Une attaque au corps à corps qui touche deux fois.","Ein Nahkampfangriff, der zweimal trifft.","Un attacco corpo a corpo che colpisce due volte.","Um ataque corpo-a-corpo que golpeia duas vezes."
"EABILITY_FLESHLAD_UPPERCUT_NAME","上鉤拳","","Gancho","Uppercut","Kinnhaken","Montante","Upper"
"EABILITY_FLESHLAD_UPPERCUT_DESC","Punch a unit, knocking it back 3 tiles and inflicting 挫傷.
[s:.7](Castable once per turn.)[/s]","","Le da un puñetazo a una unidad que la hace retroceder 3 casillas y le inflige moratón.
[s:.7](Se puede lanzar una vez por turno).[/s]","Un coup de poing qui repousse une unité de 3&nbsp;cases et lui inflige Contusion.
 [s:.7](Une fois par tour.)[/s]","Schlag eine Einheit, stoße sie 3&nbsp;Felder zurück und verursache Beulen bei ihr.
[s:.7](Einmal pro Zug verwendbar.)[/s]","Colpisci un'unità, respingendola indietro di 3 caselle e infliggendole Livido.
[s:.7](Lanciabile una volta per turno.)[/s]","Soque uma unidade, empurrando-a 3 espaços para trás e aplicando contusão.
[s:.7](Um lançamento por turno.)[/s]"
