"KEY","en","notes","sp","fr","de","it","pt-br"
"TEAMNAME_ADJECTIVE_HUNTER6","遠程的","","a Distancia","organisés|organisées","Fernkämpfenden","Tiratori|Tiratrici","Distantes"
"TEAMNAME_ADJECTIVE_HUNTER7","設陷阱的","","Capturadores","piégeurs|piégeuses","Fallenstellenden","Insidiosi|Insidiose","Astutos"
"TEAMNAME_ADJECTIVE_HUNTER8","敏銳的","","Agudos","enthousiastes","Eifrigen","Acuti|Acute","Afiados"
"TEAMNAME_ADJECTIVE_HUNTER9","野性的","","Salvajes","déchaînés|déchaînées","Wilden","Scatenati|Scatenate","Primitivos"
"TEAMNAME_ADJECTIVE_HUNTER10","難馴的","","Indómitos","indomptables","Ungezähmten","Indomiti|Indomite","Indomáveis"
"TEAMNAME_ADJECTIVE_HUNTER11","野外派","","Intrépidos","du plein air","format2|Outdoor","Esterni|Esterne","Rueiros"
"TEAMNAME_ADJECTIVE_MEDIC0","有愛心的","","Bondadosos","attentionnés|attentionnées","Gütigen","Premurosi|Premurose","Carinhosos"
"TEAMNAME_ADJECTIVE_MEDIC1","慈愛的","","Afectuosos","aimants|aimantes","Lieben","Affettuosi|Affettuose","Amorosos"
"TEAMNAME_ADJECTIVE_MEDIC2","虔誠的","","Respetuosos","révérencieux|révérencieuses","Ehrfürchtigen","Riverenti","Reverentes"
"TEAMNAME_ADJECTIVE_MEDIC3","神聖的","","Sacros","saints|saintes","Heiligen","Sacri|Sacre","Sagrados"
"TEAMNAME_ADJECTIVE_MEDIC4","敬神的","","Piadosos","pieux|pieuses","Frommen","Pii|Pie","Piedosos"
"TEAMNAME_ADJECTIVE_MEDIC5","篤信的","","Devotos","dévots|dévotes","Gläubigen","Devoti|Devote","Devotos"
"TEAMNAME_ADJECTIVE_MEDIC6","神性的","","Religiosos","vertueux|vertueuses","Gottgleichen","Celestiali","Divinos"
"TEAMNAME_ADJECTIVE_MEDIC7","正義的","","Honrados","intègres","Gerechten","Giusti|Giuste","Justos"
"TEAMNAME_ADJECTIVE_MEDIC8","神授的","","Divinos","divins|divines","Göttlichen","Divini","Divinos"
"TEAMNAME_ADJECTIVE_MEDIC9","忠信的","","Leales","croyants|croyantes","Getreuen","Credenti","Fiéis"
"TEAMNAME_ADJECTIVE_MEDIC10","受膏的","","Ungidos","consacrés|consacrées","Gesalbten","Consacrati|Consacrate","Abençoados"
"TEAMNAME_ADJECTIVE_MAGE0","魔法的","","Mágicos","magiques","Magischen","Magici|Magiche","Mágicos"
"TEAMNAME_ADJECTIVE_MAGE1","元素的","","Elementales","élémentaires","Elementaren","Elementali","Elementais"
"TEAMNAME_ADJECTIVE_MAGE2","調和的","","en Armonía","harmonisés|harmonisées","Eingestimmten","Armonizzati|Armonizzate","Sintonizados"
"TEAMNAME_ADJECTIVE_MAGE3","甩咒的","","Hechiceros","prestidigitateurs|prestidigitatrices","Zauberhaften","Incantatori|Incantatrici","Lançadores de Feitiços"
"TEAMNAME_ADJECTIVE_MAGE4","超高智商","","Inteligentes","intellos","Hyperintelligenten","Cervelloni|Cervellone","Super Inteligentes"
"TEAMNAME_ADJECTIVE_MAGE5","聰明的","","Listos","futés|futées","Schlauen","Svegli|Sveglie","Espertos"
"TEAMNAME_ADJECTIVE_MAGE6","附魔的","","Encantados","enchantés|enchantées","Verzauberten","Incantati|Incantate","Encantados"
"TEAMNAME_ADJECTIVE_MAGE7","著魔的","","Hechizados","ensorcelés|ensorcelées","Gebannten","Stregati|Stregate","Enfeitiçados"
"TEAMNAME_ADJECTIVE_MAGE8","魔力滿滿","","de Maná","pourvus de mana|pourvues de mana","Magieerfüllten","del Mana","Cheios de Mana"
"TEAMNAME_ADJECTIVE_MAGE9","學院派","","Académicos","académiciens|académiciennes","Akademischen","Accademici|Accademiche","Acadêmicos"
"TEAMNAME_ADJECTIVE_MAGE10","知性派","","Intelectuales","intellectuels|intellectuelles","Intellektuellen","Colti|Colte","Intelectuais"
"TEAMNAME_ADJECTIVE_MAGE11","魔法系","","Embrujados","magiques","Bezauberten","Fatati|Fatate","Mágicos"
"TEAMNAME_ADJECTIVE_TANK0","厚實的","","Gruesos","à l'ossature lourde","Dicken","Massicci|Massiccie","Grossos"
"TEAMNAME_ADJECTIVE_TANK1","穩健的","","Firmes","solides","Standhaften","Stabili","Firmes"
"TEAMNAME_ADJECTIVE_TANK2","耐打的","","Robustos","robustes","Abgehärteten","Robusti|Robuste","Durões"
"TEAMNAME_ADJECTIVE_TANK3","肥胖的","","Gordos","en surpoids","Fetten","Grassottelli|Grassottelle","Gordos"
"TEAMNAME_ADJECTIVE_TANK4","扎實的","","Sólidos","solides","Soliden","Solidi","Sólidos"
"TEAMNAME_ADJECTIVE_TANK5","韌性的","","Resistentes","résilients|résilientes","Widerstandsfähigen","Tenaci","Resilientes"
"TEAMNAME_ADJECTIVE_TANK6","壯實的","","Corpulentos","corpulents|corpulentes","Stabilen","Tarchiati|Tarchiate","Corpulentos"
"TEAMNAME_ADJECTIVE_TANK7","寬大的","","Anchos","épais|épaisses","Breiten","Larghi|Larghe","Largos"
"TEAMNAME_ADJECTIVE_TANK8","粗壯的","","Fornidos","costauds|costaudes","Stattlichen","Grossi|Grosse","Robustos"
"TEAMNAME_ADJECTIVE_TANK9","圓滾滾","","Rellenitos","potelés|potelées","Molligen","Paffuti|Paffute","Gorduchos"
"TEAMNAME_ADJECTIVE_TANK10","岩石系","","Pétreos","rocailleux|rocailleuses","Felsenfesten","Rocciosi|Rocciose","Pedregosos"
"TEAMNAME_ADJECTIVE_TANK11","高密度","","Densos","énormes","Unterbelichteten","Densi|Dense","Densos"
"TEAMNAME_ADJECTIVE_TANK12","圓圓的","","Orondos","rondelets|rondelettes","Runden","Rotondi|Rotonde","Redondos"
"TEAMNAME_ADJECTIVE_TANK13","超大號","","XXL","XXL","format2|XXL","XXL","GGG"
"TEAMNAME_ADJECTIVE_TANK14","懶洋洋","","Vagos","paresseux|paresseuses","Faulen","Pigri|Pigre","Preguiçosos"
"TEAMNAME_ADJECTIVE_TANK15","緩速","","Lentos","lents|lentes","Langsamen","Lenti|Lente","Lentos"
"TEAMNAME_ADJECTIVE_TANK16","胖嘟嘟","","Rollizos","joufflus|joufflues","Klobigen","Cicciotti|Cicciotte","Rotundos"
"TEAMNAME_ADJECTIVE_THIEF0","鬼祟的","","Sigilosos","sournois|sournoises","Schleichenden","Furtivi|Furtive","Furtivos"
"TEAMNAME_ADJECTIVE_THIEF1","狡猾的","","Taimados","fourbes","Listigen","Scaltri|Scaltre","Espertos"
"TEAMNAME_ADJECTIVE_THIEF2","隱匿的","","Ocultos","cachés|cachées","Versteckten","Nascosti|Nascoste","Ocultos"
"TEAMNAME_ADJECTIVE_THIEF3","愛騙人的","","Mentirosos","menteurs|menteuses","Lügenden","Bugiardi|Bugiarde","Mentirosos"
"TEAMNAME_ADJECTIVE_THIEF4","貪心的","","Avariciosos","cupides","Gierigen","Avidi|Avide","Ambiciosos"
"TEAMNAME_ADJECTIVE_THIEF5","摳門的","","Agarrados","avares","Geizigen","Tirchi|Tirchie","Sovinas"
"TEAMNAME_ADJECTIVE_THIEF6","迅捷的","","Rápidos","rapides","Schnellen","Svelti|Svelte","Velozes"
"TEAMNAME_ADJECTIVE_THIEF7","頑皮的","","Traviesos","vilains|vilaines","Frechen","Birbanti","Safadinhos"
"TEAMNAME_ADJECTIVE_THIEF8","竊賊系","","Ladrones","voleurs|voleuses","Diebischen","Ladri|Ladre","Gatunos"
"TEAMNAME_ADJECTIVE_THIEF9","收割派","","Furtivos","du larcin","Gnädigen","Mercenari|Mercenarie","Graciosos"
"TEAMNAME_ADJECTIVE_THIEF10","捅刺派","","Arteros","au poignard","Hinterlistigen","Pugnalatori|Pugnalatrici","Enganadores"
"TEAMNAME_ADJECTIVE_THIEF11","暗黑的","","Oscuros","sombres","Dunklen","Oscuri|Oscure","Sombrios"
"TEAMNAME_ADJECTIVE_THIEF12","安靜的","","Silenciosos","silencieux|silencieuses","Stillen","Silenziosi|Silenziose","Quietos"
"TEAMNAME_ADJECTIVE_THIEF13","祕密的","","Secretos","discrets|discrètes","Geheimen","Segreti|Segrete","Secretos"
"TEAMNAME_ADJECTIVE_MONK0","平衡的","","Equilibrados","équilibrés|équilibrées","Ausgeglichenen","Equilibrati|Equilibrate","Equilibrados"
"TEAMNAME_ADJECTIVE_MONK1","禪意的","","Zen","zen","format2|Zen","Zen","Zen"
"TEAMNAME_ADJECTIVE_MONK2","流動的","","Fluidos","ruisselants|ruisselantes","Fließenden","Fluidi|Fluide","Fluidos"
"TEAMNAME_ADJECTIVE_MONK3","冥想中的","","Meditabundos","méditatifs|méditatives","Meditierenden","Meditativi|Meditative","Meditantes"
"TEAMNAME_ADJECTIVE_MONK4","平靜的","","Calmados","calmes","Ruhigen","Sereni|Serene","Calmos"
"TEAMNAME_ADJECTIVE_MONK5","飛行","","Voladores","volants|volantes","Fliegenden","Volanti","Voadores"
"TEAMNAME_ADJECTIVE_MONK6","開悟的","","Iluminados","éveillés|éveillées","Erleuchteten","Illuminati|Illuminate","Iluminados"
"TEAMNAME_ADJECTIVE_MONK7","極樂的","","Dichosos","béats|béates","Seligen","Beati|Beate","Afortunados"
"TEAMNAME_ADJECTIVE_MONK8","內在的","","Ensimismados","intérieurs|intérieures","Inneren","Intimi|Intime","Interiores"
"TEAMNAME_ADJECTIVE_MONK9","居中的","","Centrados","centrés|centrées","Zentrierten","Centrati|Centrate","Centrados"
"TEAMNAME_ADJECTIVE_MONK10","飛行","","Voladores","planants|planantes","Fliegenden","Alati|Alate","Voadores"
"TEAMNAME_ADJECTIVE_MONK11","業力的","","del Karma","karmiques","format2|Karma","del Karma","Cármicos"
"TEAMNAME_ADJECTIVE_MONK12","超然的","","Trascendentales","transcendés|transcendées","Überweltlichen","Trascendenti","Transcendentes"
"TEAMNAME_ADJECTIVE_DRUID0","獸性的","","Bestiales","animaux|animales","Animalistischen","Animalisti|Animaliste","Animalísticos"
"TEAMNAME_ADJECTIVE_DRUID1","歌唱的","","Cantantes","chantants|chantantes","Singenden","Canterini|Canterine","Cantores"
"TEAMNAME_ADJECTIVE_DRUID2","自然的","","Naturales","naturels|naturelles","Natürlichen","Naturali","Naturais"
"TEAMNAME_ADJECTIVE_DRUID3","和平的","","Pacíficos","pacifiques","Friedlichen","Pacifici|Pacifiche","Pacíficos"
"TEAMNAME_ADJECTIVE_DRUID4","音樂的","","Musicales","musicaux|musicales","Musikalischen","Musicali","Musicais"
"TEAMNAME_ADJECTIVE_DRUID5","松鼠系","","Ardillistas","agités|agitées","Schreckhaften","Strambi|Strambe","Assustadores"
"TEAMNAME_ADJECTIVE_DRUID6","召喚系","","Invocados","invoqués|invoquées","Beschworenen","Evocati|Evocate","Invocados"
"TEAMNAME_ADJECTIVE_DRUID7","葉系","","Frondosos","feuillus|feuillues","Blättrigen","Floridi|Floride","Folhosos"
"TEAMNAME_ADJECTIVE_DRUID8","高昂的","","Colocados","défoncés|défoncées","Vollgedröhnten","Inebriati|Inebriate","Altos"
"TEAMNAME_ADJECTIVE_DRUID9","舞動的","","Danzantes","dansants|dansantes","Tanzenden","Ballerini|Ballerine","Dançantes"
"TEAMNAME_ADJECTIVE_DRUID10","吹哨的","","Silbantes","sifflotants|sifflotantes","Pfeifenden","Fischiettanti","Assobiadores"
"TEAMNAME_ADJECTIVE_DRUID11","無伴奏","","Cantarines","a capella","A Capella","A Cappella","A Cappella"
"TEAMNAME_ADJECTIVE_PSYCHIC0","三眼的","","Videntes","à trois yeux","Dreiäugigen","Triclopi","de Três Olhos"
"TEAMNAME_ADJECTIVE_PSYCHIC1","星靈的","","Astrales","astraux|astrales","Astralen","Astrali","Astrais"
"TEAMNAME_ADJECTIVE_PSYCHIC2","先見的","","Visionarios","visionnaires","Visionären","Veggenti","Visionários"
"TEAMNAME_ADJECTIVE_PSYCHIC3","神祕的","","Místicos","mystiques","Mystischen","Mistici|Mistiche","Místicos"
"TEAMNAME_ADJECTIVE_PSYCHIC4","讀心的","","Mentales","devins","Gedankenlesenden","Chiromanti","Leitores de Mentes"
"TEAMNAME_ADJECTIVE_PSYCHIC5","算命的","","Adivinos","voyants|voyantes","Wahrsagenden","Indovini|Indovine","Videntes"
"TEAMNAME_ADJECTIVE_PSYCHIC6","念能的","","Mentalistas","médiums","Psychischen","Psionici|Psioniche","Psíquicos"
"TEAMNAME_ADJECTIVE_PSYCHIC7","心電感應","","Telepáticos","télépathes","Telepathischen","Telepatici|Telepatiche","Telepatas"
"TEAMNAME_ADJECTIVE_PSYCHIC8","迷人的","","Encantadores","charmeurs|charmeuses","Charmanten","Ammaliatori|Ammaliatrici","Charmosos"
"TEAMNAME_ADJECTIVE_PSYCHIC9","操控型","","Manipuladores","manipulateurs|manipulatrices","Manipulierenden","Manipolatori|Manipolatrici","Manipulativos"
"TEAMNAME_ADJECTIVE_PSYCHIC10","全知的","","Omniscientes","omniscients|omniscientes","Allwissenden","Onniscienti","Sabe-Tudo"
"TEAMNAME_ADJECTIVE_PSYCHIC11","脈動的","","Palpitantes","palpitants|palpitantes","Pulsierenden","Pulsanti","Pulsantes"
"TEAMNAME_ADJECTIVE_PSYCHIC12","緊張僵直","","Catatónicos","catatoniques","Katatonischen","Catatonici|Catatoniche","Catatônicos"
"TEAMNAME_ADJECTIVE_BUTCHER0","飢餓的","","Hambrientos","affamés|affamées","Hungrigen","Affamati|Affamate","Famintos"
"TEAMNAME_ADJECTIVE_BUTCHER1","汗流浹背","","Sudorosos","en sueur","Schwitzenden","Sudaticci|Sudaticcie","Suados"
"TEAMNAME_ADJECTIVE_BUTCHER2","肉質化","","Cárnicos","charnus|charnues","Fleischigen","Carnosi|Carnose","Carnudos"
"TEAMNAME_ADJECTIVE_BUTCHER3","切片的","","Rebanados","en tranches","Geschnittenen","Affettati|Affettate","Fatiados"
"TEAMNAME_ADJECTIVE_BUTCHER4","帶鉤的","","Ensartados","accrochés|accrochées","Hakenden","Appesi|Appese","Enganchados"
"TEAMNAME_ADJECTIVE_BUTCHER5","流血ing","","Sangrientos","ensanglantés|ensanglantées","Blutenden","Sanguinanti","Sangrentos"
"TEAMNAME_ADJECTIVE_BUTCHER6","永不滿足","","Famélicos","insatiables","Nimmersatten","Insaziabili","Nunca Satisfeitos"
"TEAMNAME_ADJECTIVE_BUTCHER7","Butch風","","Carniceros","barbares","Maskulin gelesenen","Macellati|Macellate","Machões"
"TEAMNAME_ADJECTIVE_BUTCHER8","鎖鏈的","","Encadenados","enchaînés|enchaînées","Angeketteten","Incatenati|Incatenate","Acorrentados"
"TEAMNAME_ADJECTIVE_BUTCHER9","嗜血的","","Sedientos de Sangre","sanguinaires","Blutdurstigen","Assetati di Sangue|Assetate di Sangue","Sedentos de Sangue"
"TEAMNAME_ADJECTIVE_BUTCHER10","砍殺系","","Trinchadores","tranchants|tranchantes","Hackenden","Squartatori|Squartatrici","Estraçalhantes"
"TEAMNAME_ADJECTIVE_NECROMANCER0","不死的","","de Ultratumba","morts-vivants|mortes-vivantes","Untoten","Non morti|Non morte","Mortos-Vivos"
"TEAMNAME_ADJECTIVE_NECROMANCER1","腐朽的","","en Descomposición","pourrissants|pourrissantes","Verwesenden","Decomposti|Decomposte","Apodrecidos"
"TEAMNAME_ADJECTIVE_NECROMANCER2","黑暗的","","Oscuros","sombres","Dunklen","Tenebrosi|Tenebrose","Sombreados"
"TEAMNAME_ADJECTIVE_NECROMANCER3","腐爛的","","Putrefactos","putréfiés|putréfiées","Verrottenden","Marcescenti","Apodrecidos"
"TEAMNAME_ADJECTIVE_NECROMANCER4","哥德的","","Góticos","gothiques","format2|Gothic","Gotici|Gotiche","Góticos"
"TEAMNAME_ADJECTIVE_NECROMANCER5","憂鬱龐克","","Emo","emos","format2|Emo","Emo","Emo"
"TEAMNAME_ADJECTIVE_NECROMANCER6","漆黑的","","Negros","noirs|noires","Schwarzen","Neri|Nere","Negros"
"TEAMNAME_ADJECTIVE_NECROMANCER7","邪惡的","","Malvados","diaboliques","Bösen","Malvagi|Malvagie","Malignos"
"TEAMNAME_ADJECTIVE_NECROMANCER8","末日倒數","","Condenados","damnés|damnées","Verdammten","Dannati|Dannate","Perdidos"
"TEAMNAME_ADJECTIVE_NECROMANCER9","被吸乾的","","Drenados","exsangues","Ausgesaugten","Prosciugati|Prosciugate","Drenados"
"TEAMNAME_ADJECTIVE_NECROMANCER10","午夜的","","de Medianoche","de minuit","Nächtlichen","Crepuscolari","da Meia-Noite"
"TEAMNAME_ADJECTIVE_NECROMANCER11","死亡的","","Muertos","morts|mortes","Toten","Morti|Morte","Mortos"
"TEAMNAME_ADJECTIVE_NECROMANCER12","詭異的","","Aterradores","flippants|flippantes","Gruseligen","Spettrali","Assustadores"
"TEAMNAME_ADJECTIVE_TINKERER0","巧手的","","Hábiles","ingénieux|ingénieuses","Gewieften","Astuti|Astute","Engenhosos"
"TEAMNAME_ADJECTIVE_TINKERER1","廢料風","","Apañados","ferrailleurs|ferrailleuses","Rabiaten","Battaglieri|Battagliere","Brigões"
"TEAMNAME_ADJECTIVE_TINKERER2","發明型","","Inventivos","inventifs|inventives","Erfinderischen","Ingegnosi|Ingegnose","Inventores"
"TEAMNAME_ADJECTIVE_TINKERER3","瘋狂的","","Locos","énervés|énervées","Verrückten","Folli","Loucos"
"TEAMNAME_ADJECTIVE_TINKERER4","炸過頭的","","Electrocutados","frits|frites","Durchgedrehten","Fritti|Fritte","Fritos"
"TEAMNAME_ADJECTIVE_TINKERER5","電能的","","Eléctricos","électriques","Elektrischen","Elettrici|Elettriche","Elétricos"
"TEAMNAME_ADJECTIVE_TINKERER6","創意的","","Creativos","créatifs|créatives","Kreativen","Creativi|Creative","Criativos"
"TEAMNAME_ADJECTIVE_TINKERER7","科學的","","Científicos","scientifiques","Wissenschaftlichen","Scientifici|Scientifiche","Científicos"
"TEAMNAME_ADJECTIVE_TINKERER8","機械的","","Robóticos","robotiques","Mechanischen","Robotici|Robotiche","Robóticos"
"TEAMNAME_ADJECTIVE_TINKERER9","金屬","","Metálicos","métalliques","Metallischen","Metallici|Metalliche","de Metal"
"TEAMNAME_ADJECTIVE_TINKERER10","爆裂的","","Explosivos","explosifs|explosives","Explodierenden","Esplosivi|Esplosive","Explosivos"
"TEAMNAME_ADJECTIVE_TINKERER11","裝甲的","","con Armadura","blindés|blindées","Gerüsteten","Corazzati|Corazzate","Blindados"
"TEAMNAME_ADJECTIVE_TINKERER12","武裝的","","Armados","armés|armées","Bewaffneten","Armati|Armate","Armados"
"TEAMNAME_ADJECTIVE_TINKERER13","遙控的","","Remotos","télécommandés|télécommandées","Ferngesteuerten","Telecomandati|Telecomandate","de Controle Remoto"
"TEAMNAME_ADJECTIVE_COLORLESS0","普通的","","Normales","normal|normales","Normalen","Normali","Normais"
"TEAMNAME_ADJECTIVE_COLORLESS1","基礎的","","Básicos","basiques","Regulären","Basilari","Básicos"
"TEAMNAME_ADJECTIVE_COLORLESS2","標準的","","Estándares","ordinaires","format2|Standard","Standard","Padrão"
"TEAMNAME_ADJECTIVE_JESTER0","瘋狂的","","Alocados","fous|folles","Verrückten","Pazzi|Pazze","Malucos"
"TEAMNAME_ADJECTIVE_JESTER1","古怪的","","Chiflados","farfelus|farfelues","Schrulligen","Squinternati|Squinternate","Pirados"
"TEAMNAME_ADJECTIVE_JESTER2","幸運的","","Afortunados","chanceux|chanceuses","Glücklichen","Fortunati|Fortunate","Sortudos"
"TEAMNAME_ADJECTIVE_JESTER3","滑稽的","","Bobalicones","loufoques","Exzentrischen","Goffi|Goffe","Bobões"
"TEAMNAME_ADJECTIVE_JESTER4","咯咯笑的","","Nerviosos","gloussants|gloussantes","Giggelnden","Ridacchianti","Gargalhantes"
"TEAMNAME_ADJECTIVE_JESTER5","大笑的","","Risueños","hilares","Lachenden","Sghignazzanti","Risonhos"
"TEAMNAME_ADJECTIVE_JESTER6","搞笑的","","Graciosos","drôles","Lustigen","Divertenti","Engraçados"
"TEAMNAME_ADJECTIVE_JESTER7","嘲諷的","","Sarcásticos","sarcastiques","Sarkastischen","Sarcastici|Sarcastiche","Sarcásticos"
"TEAMNAME_ADJECTIVE_JESTER8","狂笑的","","Desternillados","rigolos|rigolotes","Gackernden","Sguaiati|Sguaiate","Gargalhantes"
"TEAMNAME_ADJECTIVE_JESTER9","譏弄的","","Burlones","moqueurs|moqueuses","Spöttischen","Beffardi|Beffarde","Zombeteiros"
"TEAMNAME_ADJECTIVE_JESTER10","彩虹的","","Arcoíris","arcs-en-ciel","format2|Regenbogen","Arcobaleno","Arco-Íris"
"TEAMNAME_ADJECTIVE_JESTER11","竊笑的","","Divertidos","amusés|amusées","Glucksenden","Sorridenti","Risonhos"
"TEAMNAME_ADJECTIVE_JESTER12","偷笑的","","Socarrones","narquois|narquoises","Kichernden","Lieti|Liete","Joviais"
"TEAMNAME_ADJECTIVE_JESTER13","微笑的","","Sonrientes","souriants|souriantes","Lächelnden","Ilari","Sorridentes"
"TEAMNAME_ADJECTIVE_JESTER14","歡快的","","Alegres","gais|gaies","Fröhlichen","Gioiosi|Gioiose","Alegres"
"TEAMNAME_ADJECTIVE_MISC0","喵完美","","Ronroneantes","parrrfaits|parrrfaites","Schnurrenden","Miaosi|Miaosette","Purrrfeitos"
"TEAMNAME_ADJECTIVE_MISC1","毛茸茸","","Suaves","duveteux|duveteuses","Fluffigen","Pelosetti|Pelosette","Fofinhos"
"TEAMNAME_ADJECTIVE_MISC2","format2|{Catname}的","","format2|{Catname} y sus","format2|{Catname} et les","Namhaften","di {Catname}","format2|de {Catname}"
"TEAMNAME_ADJECTIVE_MISC2_M","","","","","","",""
"TEAMNAME_ADJECTIVE_MISC2_F","","","","","","",""
"TEAMNAME_ADJECTIVE_MISC2_N","","","","","","",""
"TEAMNAME_ADJECTIVE_MISC3","format2|{Catname}與","","format2|{Catname} y los","format2|{Catname} et les","Abgefahrenen","format2|{Catname} e","format2|{Catname} e os"
"TEAMNAME_ADJECTIVE_MISC3_M","","","","","","",""
"TEAMNAME_ADJECTIVE_MISC3_F","","","","","","",""
"TEAMNAME_ADJECTIVE_MISC3_N","","","","","","",""
"TEAMNAME_NOUN_FIGHTER0","猛男","","Zopencos","Balourds|male","Blödiane","I Gorilloni","Brutos"
"TEAMNAME_NOUN_FIGHTER1","兄弟幫","","Machotes","Frères|male","Bros","I Fratelli","Irmãos"
"TEAMNAME_NOUN_FIGHTER2","鐵拳","","Puños","Poings|male","Fäuste","I Pugni","Punhos"
"TEAMNAME_NOUN_FIGHTER3","挫傷rs","","Matones","Castagneurs|male","Schlägertypen","I Picchiatori","Agressores"
"TEAMNAME_NOUN_FIGHTER4","鐵拳","","Puños","Poings|male","Fäuste","I Cazzotti","Punhos"
"TEAMNAME_NOUN_FIGHTER5","憨仔","","Memos","Sans-cervelles|male","Tölpel","Gli Imbranati","Tolos"
"TEAMNAME_NOUN_FIGHTER6","英雄","","Héroes","Héros|male","Helden","Gli Eroi","Heróis"
"TEAMNAME_NOUN_FIGHTER7","阿爾法們","","Alfa","Alphas|male","Alphas","Gli Alfa","Alfas"
"TEAMNAME_NOUN_FIGHTER8","運動咖","","Atletas","Athlètes|male","Sportskanonen","I Palestrati","Atletas"
"TEAMNAME_NOUN_FIGHTER9","老爹團","","Forzudos","Papas|male","Daddys","I Paparini","Papais"
"TEAMNAME_NOUN_FIGHTER10","惡霸","","Abusones","Harceleurs|male","Rabauken","I Bulli","Valentões"
"TEAMNAME_NOUN_FIGHTER11","痛扁者","","Vapuleadores","Batteurs|male","Schläger","I Pestatori","Espancadores"
"TEAMNAME_NOUN_HUNTER0","潛伏者","","Acechadores","Désaxés|male","Pirscher","I Segugi","Espreitadores"
"TEAMNAME_NOUN_HUNTER1","遊俠","","Guardabosques","Rôdeurs|male","Waldläufer","I Ranger","Guardiões"
"TEAMNAME_NOUN_HUNTER2","追蹤者","","Rastreadores","Pisteurs|male","Spurensucher","I Tracciatori","Rastreadores"
